Era 1
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.43
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -99.02
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -62.51
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -55.46
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.67
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -100.69
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -60.53
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.57
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -58.04
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -54.65
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -72.31
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -130.37
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.53
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -54.77
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.10
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -66.64
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -58.72
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -53.70
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -64.75
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -62.93
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.21
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.68
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -133.11
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.74
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.03
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -72.70
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.57
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -54.54
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.24
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -54.79
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -60.23
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -55.10
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -76.86
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.93
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -63.25
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -67.39
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -67.21
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -63.35
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.22
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.77
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -66.31
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -68.13
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -69.87
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.43
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -73.79
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.67
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -57.81
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.75
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -63.96
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -65.84
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.75
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.81
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -74.94
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -64.14
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.86
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -56.52
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -60.80
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -57.86
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.24
Expected = sky, 	 Predicted = sky, 	 Log of the likelihood = -59.38
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -68.48
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -56.72
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -52.56
Expected = sky, 	 Predicted = path, 	 Log of the likelihood = -61.65
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.98
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.86
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -64.07
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.19
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -61.47
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -61.45
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -71.34
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.47
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -69.62
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.46
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.07
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.91
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.05
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -63.61
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -143.04
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -72.01
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.79
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.36
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -99.02
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.51
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.76
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -65.85
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -67.68
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.44
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -59.24
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -66.49
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -63.05
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.09
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -61.97
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -133.52
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -85.40
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.61
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.10
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -66.98
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.99
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -101.27
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.33
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -99.02
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -62.51
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -55.46
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.67
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -100.69
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -60.53
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.57
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -58.04
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -54.65
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -72.31
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -130.37
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.53
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -54.77
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.10
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -66.64
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -58.72
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -53.70
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -64.75
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -62.93
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.21
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.68
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -133.11
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.74
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.03
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -72.70
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.57
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -54.54
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.24
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -54.79
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -60.23
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -55.10
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -76.86
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.93
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -63.25
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -67.39
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -67.21
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -63.35
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.22
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.77
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -66.31
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -68.13
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -69.87
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.43
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -73.79
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.67
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -57.81
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.75
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -63.96
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -65.84
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.75
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.81
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -74.94
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -64.14
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.86
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -56.52
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -60.80
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -57.86
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.24
Expected = brickface, 	 Predicted = sky, 	 Log of the likelihood = -59.38
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -68.48
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -56.72
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -52.56
Expected = brickface, 	 Predicted = path, 	 Log of the likelihood = -61.65




Era 11
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.12
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -60.57
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.47
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.35
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -59.51
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -58.81
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -61.31
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.84
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.16
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.17
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.94
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.71
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -66.72
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.59
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -54.68
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.58
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.68
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.26
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.25
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.23
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -61.31
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.91
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.13
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.61
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.68
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.76
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.38
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.19
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.92
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -55.55
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.38
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.47
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.77
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.31
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -58.92
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.71
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -67.07
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.59
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.25
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -59.67
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.01
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.74
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -53.51
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -55.27
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.30
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.06
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -54.20
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -63.76
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -59.90
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -59.31
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.82
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.42
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.44
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -57.03
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -54.63
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.41
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -66.02
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -56.39
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.65
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.92
Expected = path, 	 Predicted = path, 	 Log of the likelihood = -56.90
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.55
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -63.39
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -56.67
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.81
Expected = path, 	 Predicted = brickface, 	 Log of the likelihood = -55.68
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.03
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -58.75
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -57.65
Expected = path, 	 Predicted = sky, 	 Log of the likelihood = -98.64
